LAMMPS data file via write_data, version 28 Mar 2023, timestep = 200000, units = metal

382 atoms
3 atom types

0.02643013490276279 15.64988586509696 xlo xhi
0.02643013490276279 15.64988586509696 ylo yhi
0.02643013490276279 15.64988586509696 zlo zhi

Masses

1 1.008
2 24.305
3 15.999

Atoms # atomic/kk

195 1 7.2803385266840825 6.717880976330385 1.1211801166906736 1 0 0
226 3 1.7546553162418554 6.666757378810967 7.500933256239684 1 0 0
364 3 3.5057795330662707 6.749077915290109 2.460761152202683 0 1 1
264 1 15.476660002262419 1.8620394198863348 7.370965697118101 -1 2 0
203 1 3.599029215458679 2.6058393667891986 15.488477263816995 0 1 -1
202 3 4.231822998689794 1.8549922745289207 0.06639317007068037 0 1 0
160 3 1.380488502418256 0.9855797806164657 1.4694326302524037 0 1 0
263 1 0.24650252627787322 1.1699258868531726 6.058041698929709 0 2 0
382 2 3.083120974655552 0.22487938814997382 0.46552029012673884 0 1 0
204 1 4.860725638697653 2.1910134735238005 0.8612022529390176 0 1 0
325 3 3.666278615402001 0.28400600637985834 2.4742747918013284 0 1 0
329 1 3.1933579146756763 2.4849627793273026 6.988113717745112 0 2 -1
161 1 0.5872196908484 1.3761241745720538 1.08592276197659 0 1 0
268 3 2.424474155764447 3.6724679205123136 7.9582893265479955 0 0 0
326 1 3.809538102049855 1.0331247421441967 3.075065036036635 0 1 0
269 1 2.766031247052699 3.958197563372588 8.81498155144977 0 0 0
58 3 4.498865412582479 6.073410770491219 7.234915003797393 1 1 -1
59 1 3.6434339687778556 5.590638368449579 7.225480122702448 1 1 -1
290 1 5.784487886923788 4.902913706415502 7.771769274647867 1 -1 0
214 3 3.595255217539689 2.8739683792452855 3.6330100715339655 1 0 0
215 1 2.9027721508721727 3.5260430861123138 3.458760755163206 1 0 0
216 1 3.750632972223857 3.0562308755209013 4.562478578864401 1 0 0
224 1 0.8979932423963739 2.545510461501606 3.9265560686324466 0 2 0
48 1 1.614906364906263 4.050710299374305 15.588724542797738 -1 0 -1
352 3 5.8930654286825375 2.8296149725449267 1.927336236359461 0 -1 0
353 1 5.182874948738514 3.286809855390359 2.4768004902228573 0 -1 0
354 1 6.534746153835895 2.2092247174203523 2.4255705331566655 0 -1 0
53 1 15.018942878413077 4.376331542105859 5.611743500965271 0 0 -1
322 3 1.8119349226411914 4.713060709319886 2.745222482024803 1 0 -1
323 1 2.3514442065794685 5.517577718005443 2.6606734831345915 1 0 -1
54 1 0.672745495847285 4.928249662052286 4.912119173701199 1 0 0
350 1 5.518611969447661 1.6449396829856826 6.763524525271708 0 0 0
52 3 0.19575395491727787 4.848100716630978 5.766017811658157 1 0 -1
223 3 0.4586212261662025 1.6880956303090457 3.9749567526609972 1 2 0
162 1 1.0935648685597865 0.8329916143285928 2.371454425398407 0 1 0
324 1 1.2468965819226754 4.567658517646166 1.968760119699139 1 0 -1
34 3 7.431424010626064 1.0714300508968346 3.3362510191528854 -1 1 0
366 1 4.130452427193144 7.113582973471975 3.1152419982610033 0 1 1
270 1 1.6857531165994295 4.282395042695442 7.80159791725149 0 0 0
90 1 6.079494932006174 7.951046777593419 4.20836739930193 0 0 1
262 3 15.368215035865196 0.9970651792649623 6.9069902296443715 -1 2 0
98 1 1.9442348469805588 7.120877921965656 3.648637129234781 1 0 1
88 3 5.263938807511905 7.826103428810897 4.731514633153167 0 1 1
60 1 4.613684470777541 6.576785454956483 6.403881093827273 1 1 -1
373 3 0.050904035757971755 4.740979102068461 0.28179693139316453 0 0 0
153 1 9.123948997309297 5.2668804271547245 5.950894835243222 1 0 1
194 1 8.2766677436071 7.654625654254016 1.7002718454968389 0 0 0
99 1 1.5293342773498142 8.148086975229203 4.731292457553487 2 -1 1
225 1 15.174436191255323 1.9623520118410662 4.170033067083122 -1 2 0
193 3 7.268036480476164 7.2932045709604605 1.91077162630782 1 0 0
97 3 1.3492558448701475 7.171894830125123 4.399095055296688 2 -1 1
356 1 10.678543207463367 8.481945603437456 8.368543261493343 0 0 -1
20 1 12.828008757961133 0.10902815799058417 7.684086081561326 0 2 0
39 1 10.214986029592353 8.173187484868608 1.1273446752853258 1 0 0
37 3 9.901559614026384 7.746158307990304 1.947612196149005 1 0 0
207 1 7.169870910517093 4.393412099460654 2.6447546130929003 0 0 0
310 3 14.023616886007863 2.414230873777439 0.9664728222255828 0 0 1
72 1 15.229158479169577 7.3342520021132565 3.5318661665601496 0 0 -1
157 3 14.452046754511505 6.718683386888413 6.83176588399863 0 1 -1
341 1 13.106514142956431 2.9765614535377733 4.525537149444627 1 1 0
311 1 13.482956198976847 2.7301121306650167 1.6907456252681867 0 0 1
70 3 14.422733679823116 6.902845998641794 3.082672517275398 0 0 -1
181 3 9.856359522164515 6.944897777720171 6.552021121257434 0 0 1
182 1 10.55497538070282 7.0559632607348295 5.890285851387474 0 0 1
100 3 11.35692290004637 6.565432655719757 4.132995118852383 1 0 0
71 1 14.658401788867383 6.448969811197247 2.3115761263764103 0 0 -1
375 1 15.052881162508903 3.962613491084376 0.3933808670209598 -1 0 0
169 3 10.134316803806586 3.3529924490608014 1.3862899822144603 -1 0 1
101 1 12.116898458228135 7.060939964564819 3.853108131764972 1 0 0
381 1 11.536663969270215 4.225034376402906 6.211564636823358 -1 1 0
342 1 13.37676642225772 2.013068036547118 5.781030162074775 1 1 0
140 1 11.476212111145374 0.21586628820965675 5.567461080870288 0 0 1
171 1 9.338527772842312 3.853475521362484 1.6144231323764469 -1 0 1
102 1 10.736945785500186 6.499710727659819 3.381843533677256 1 0 0
340 3 13.790503054865017 2.5827228316726356 5.088562616262546 1 1 0
206 1 8.009060864410525 5.699968716467346 2.791596604583198 0 0 0
205 3 7.94836296079478 4.7892574159835295 3.138683624804184 0 0 0
332 1 11.174309977868509 3.481137001448946 2.7410756962159537 -1 0 -2
331 3 12.044830743661763 3.7399798053673026 3.2724137143071896 -1 0 -2
333 1 12.09445839721585 4.636218638744374 3.5591037380174577 -1 0 -2
374 1 15.241733535278257 5.550705846553236 15.481738898292223 -1 0 -1
158 1 13.734473884951942 6.1357579867080485 7.117847968126218 0 0 -1
35 1 8.088964123419286 1.41556214500446 4.031102136957405 -1 1 1
380 1 10.9698479593688 5.180291073225013 7.31438834166994 -1 1 0
379 3 11.811480486975972 4.755681294347231 7.004507293131833 -1 1 0
151 3 8.781708741328982 4.32279589624823 5.717689246898336 1 0 1
152 1 8.399503477360653 4.458429434264103 4.839014489635072 1 0 1
170 1 10.696291300671815 3.843941597078743 0.7708143470380273 -1 0 1
243 1 9.11451207402329 0.9663059077450579 5.977501783932761 0 -1 1
159 1 15.143328771149543 6.0759288805864875 6.324912923722557 0 1 -1
242 1 9.236460820182494 2.4906321810635546 5.469414273219977 0 -1 1
241 3 9.223780192265869 1.547331416168263 5.15956122190574 0 -1 1
300 1 2.299529901866503 12.31472884850609 6.538548616407566 0 0 -1
280 3 3.1259887235960684 12.093358797220255 14.849730501271539 0 0 0
255 1 4.042780113941374 9.389380242260913 7.383743875651675 1 0 0
282 1 3.5562737200818653 11.2639235718983 15.01111715657071 0 0 0
220 3 15.616934127299606 13.400821661336668 2.6191636513622907 0 -1 1
253 3 4.490234335138865 9.857393634294956 6.674037832281064 1 0 0
254 1 4.025698815769842 10.768695725073302 6.5339957914481115 1 0 0
105 1 6.103537114378453 10.700970006665935 6.6385282533305165 0 0 0
103 3 6.842994329465294 11.060557287057195 6.044493911200183 0 0 0
